id_gephi,node,description_n4_eng,x,y,,modularity,mod_label,eccentricity,degree,lon,h_closeness,w_degree,cod_p,cod_p1,component,closeness,eigenvector,weight,clustering,betweenness,group_eng,region_2,lat
240,181,Tabay,-92.18180237,-58.86810302,-147.736206,2,Zone 2,14,7,-71.067605,0.239303411,83817.2,114,11429,0,0.180794309,0.006975738,18037,0.619047619,0.016829291,Merida,Santos Marquina,8.6323221
134,284,Seboruco,-123.7501373,-76.04040528,-182.0808106,2,Zone 2,16,17,-72.0724562,0.230708085,109807,120,12035,0,0.149144254,0.02806574,10243,0.610294118,0.002610817,Tachira,Seboruco,8.1456376
150,285,San Simon,-116.8190414,-68.83834838,-167.6766968,2,Zone 2,16,14,-71.8518326,0.235229056,27065.3,120,12036,0,0.155058465,0.021867355,2445,0.659340659,0.002622906,Tachira,Simon Rodriguez,8.349827
111,286,Queniquea,-121.9672348,-84.09051514,-198.1810303,2,Zone 2,17,2,-72.0157046,0.16385372,10349.1,120,12037,0,0.123083132,0.001876676,7320,1,0,Tachira,Sucre,7.9172808
215,182,Lagunillas,-102.5388954,-63.37911988,-156.7582398,2,Zone 2,15,12,-71.3972815,0.235521318,291151.5,114,11430,0,0.164864865,0.014833497,55840,0.772727273,8.91E-04,Merida,Sucre,8.5045334
127,287,San Josecito,-128.4348038,-93.18560792,-216.3712158,2,Zone 2,15,17,-72.2215739,0.237027717,510804.1,120,12038,0,0.162147794,0.027614891,49577,0.75,0.007146827,Tachira,Torbes,7.6591294
113,183,Tovar,-113.911496,-69.6107483,-169.2214966,2,Zone 2,16,13,-71.7592825,0.232879329,347055.4,114,11431,0,0.154822335,0.017130658,113447,0.705128205,0.002135377,Merida,Tovar,8.3279334
264,74,Santa Barbara,-95.56066818,-87.72970582,-205.4594116,2,Zone 2,13,6,-71.1751576,0.231127825,96053.3,105,10522,0,0.180901542,0.004619502,53580,0.533333333,0.03289235,Barinas,Zamora,7.8140067
120,185,Zea,-114.7033905,-67.76434326,-165.5286865,2,Zone 2,16,17,-71.7844893,0.240966761,121515.3,114,11433,0,0.155453619,0.023606495,11162,0.588235294,0.003027697,Merida,Zea,8.3802672
220,123,Chichiriviche,-4.521396733,22.73849488,15.47698976,3,Zone 3,11,26,-68.2772875,0.341027961,222496.2,111,11120,0,0.235885538,0.365309251,19300,0.701538462,0.004626882,Falcon,Iturriza,10.9360102
201,127,Yaracal,-12.95011969,24.01080322,18.02160644,3,Zone 3,11,28,-68.5455821,0.348568945,169699.1,111,11124,0,0.238841034,0.367768119,10874,0.624338624,0.047834119,Falcon,Manaure,10.9717949
172,129,Palma Sola,-13.04377041,13.7088623,-2.5822754,3,Zone 3,11,21,-68.5485631,0.322541102,87886.5,111,11126,0,0.234976888,0.256922705,7077,0.80952381,3.15E-04,Falcon,Palma Sola,10.6819201
202,133,Tucacas,-5.912377882,17.45587158,4.91174316,3,Zone 3,10,42,-68.3215638,0.386462399,598436.8,111,11130,0,0.262252794,0.639536512,32193,0.573751452,0.043550355,Falcon,Silva,10.7873856
52,231,Agua Blanca,-30.38141327,-22.42279053,-74.84558106,3,Zone 3,11,31,-69.1004374,0.355265536,456060.2,118,11811,0,0.251857969,0.273935443,20717,0.55483871,0.016703864,Portuguesa,Agua Blanca,9.6631104
211,154,Sanare,-47.68556328,-19.21817017,-68.43634033,3,Zone 3,11,15,-69.6512455,0.313313936,305580.2,113,11311,0,0.235703246,0.136095083,47245,0.780952381,0.002792946,Lara,Andres Eloy Blanco,9.753601
123,100,Cojedes,-23.53229771,-22.98355103,-75.96710205,3,Zone 3,11,23,-68.8824233,0.342150782,288899.8,108,10811,0,0.250205086,0.193049425,17030,0.671936759,0.012602927,Cojedes,Anzoategui,9.6472729
53,232,Araure,-34.14448471,-25.30239868,-80.60479736,3,Zone 3,11,36,-69.2202196,0.363797932,1190593.7,118,11812,0,0.253322259,0.303979697,151334,0.457142857,0.038173049,Portuguesa,Araure,9.5817762
293,63,Arismendi,-7.471452427,-64.27307128,-158.5461426,3,Zone 3,12,1,-68.3711907,0.202841767,7303,105,10511,0,0.175995384,0.001244292,23727,0,0,Barinas,Arismendi,8.4792044
12,310,San Pablo,-22.50222646,-1.647583,-33.295166,3,Zone 3,11,39,-68.8496351,0.375956402,651475.8,123,12311,0,0.255443886,0.520129064,20485,0.643724696,0.004849013,Yaracuy,Bastidas,10.2493103
75,86,Bejuma,-3.959482097,-4.20724488,-38.41448976,3,Zone 3,10,45,-68.2594012,0.388398387,1012887.1,107,10711,0,0.262704565,0.772319626,48538,0.647474747,0.008058203,Carabobo,Bejuma,10.1771427
258,311,Aroa,-23.86004562,4.80673218,-20.38653564,3,Zone 3,11,15,-68.8928558,0.301315497,172844.3,123,12312,0,0.228807202,0.17641347,31185,0.933333333,5.77E-06,Yaracuy,Bolivar,10.4312095
29,312,Chivacoa,-24.00050583,-4.91314698,-39.82629396,3,Zone 3,11,41,-68.8973268,0.379235091,1387344,123,12313,0,0.255872483,0.538805067,69732,0.63902439,0.005122539,Yaracuy,Bruzual,10.1572383
13,313,Cocorote,-20.50846882,0.73571778,-28.52856444,3,Zone 3,10,38,-68.7861718,0.377288577,883550.6,123,12314,0,0.259795571,0.518225132,41481,0.611664296,0.006467842,Yaracuy,Cocorote,10.31649
276,155,Duaca,-32.42761002,-0.32907104,-30.65814208,3,Zone 3,11,25,-69.1655698,0.327494263,452515.7,113,11312,0,0.237169518,0.256111274,49958,0.786666667,2.52E-04,Lara,Crespo,10.286478
61,233,Piritu,-33.83198548,-32.85665894,-95.71331787,3,Zone 3,11,22,-69.2102725,0.334125801,503961.5,118,11813,0,0.246763754,0.146885943,44945,0.658008658,0.00632058,Portuguesa,Esteller,9.3683151
294,103,El Baul,-5.083311368,-47.29415894,-124.5883179,3,Zone 3,11,6,-68.2951738,0.26700246,30100.1,108,10814,0,0.213435969,0.036201289,11906,0.666666667,0.005433908,Cojedes,Girardot,8.9599915
66,89,Guacara,7.55929327,-1.10165406,-32.20330812,3,Zone 3,10,55,-67.8927472,0.413808223,3498505,107,10714,0,0.272321429,0.942729427,176218,0.585858586,0.025749961,Carabobo,Guacara,10.2646995
82,314,Independencia,-17.16438675,2.35644532,-25.28710936,3,Zone 3,10,40,-68.6797264,0.384795733,1196844.5,123,12315,0,0.268485915,0.581485275,57811,0.670512821,0.00645513,Yaracuy,Independencia,10.3621669
140,156,Barquisimeto,-38.1384304,-8.08538818,-46.17077636,3,Zone 3,11,33,-69.3473509,0.362837745,1939124.7,113,11313,0,0.255230126,0.320058829,996230,0.606060606,0.009541336,Lara,Iribarren,10.0677719
212,157,Quibor,-46.56252708,-12.92288208,-55.84576416,3,Zone 3,11,23,-69.6154982,0.336670688,850147,113,11314,0,0.247766044,0.238720876,100997,0.794466403,0.003256649,Lara,Jimenez,9.9312927
114,90,Moron,-1.992791605,6.97671508,-16.04656984,3,Zone 3,10,51,-68.1967995,0.402879261,1488106.4,107,10715,0,0.26801406,0.809061089,69236,0.571764706,0.023568158,Carabobo,Juan Jose Mora,10.4923415
22,315,Boraure,-20.06746387,-1.83413696,-33.66827392,3,Zone 3,10,39,-68.7721342,0.378108249,583122.1,123,12316,0,0.259574468,0.548927168,17200,0.689608637,0.004141058,Yaracuy,La Trinidad,10.2440512
41,91,Tocuyito,1.627347278,-6.69955444,-43.39910888,3,Zone 3,10,52,-68.0815669,0.40848816,2910482.4,107,10716,0,0.273542601,0.835888193,166166,0.549773756,0.030714838,Carabobo,Libertador,10.1068596
119,104,Macapo,-9.625466252,-16.69680786,-63.39361572,3,Zone 3,10,31,-68.4397551,0.359713765,201477.9,108,10815,0,0.254590985,0.491268224,9454,0.625806452,0.012604773,Cojedes,Lima Blanco,9.8247812
89,92,Los Guayos,6.810142423,-4.03024292,-38.06048584,3,Zone 3,10,53,-67.9165934,0.403819932,3164389.1,107,10717,0,0.261802575,0.913486785,149606,0.596516691,0.01257658,Carabobo,Los Guayos,10.1821342
137,93,Miranda,-8.451610565,-5.162323,-40.324646,3,Zone 3,10,40,-68.4023901,0.374737184,621419.9,107,10718,0,0.257383966,0.672196886,29092,0.683333333,0.005282967,Carabobo,Miranda,10.1502113
173,316,Yumare,-17.00049992,10.70071412,-8.59857176,3,Zone 3,11,25,-68.6745097,0.337755778,215024,123,12317,0,0.241488519,0.347630226,13180,0.86,1.28E-04,Yaracuy,Monge,10.5972247
76,94,Montalban,-6.019835758,-2.92321778,-35.84643556,3,Zone 3,10,40,-68.3249843,0.374737184,562979.1,107,10719,0,0.257383966,0.694282652,24908,0.68974359,0.004892287,Carabobo,Montalban,10.2133466
213,158,El Tocuyo,-52.17722397,-18.15588379,-66.31176758,3,Zone 3,11,15,-69.7942195,0.313313936,510733.1,113,11315,0,0.235703246,0.136095083,123880,0.780952381,0.002792946,Lara,Moran,9.783592
33,95,Naguanagua,3.626188659,-0.97323608,-31.94647216,3,Zone 3,10,52,-68.0179418,0.406649753,3048615.8,107,10720,0,0.269911504,0.873955028,157437,0.591251885,0.020282324,Carabobo,Naguanagua,10.2683199
174,317,Nirgua,-13.51202831,-4.96322632,-39.92645264,3,Zone 3,10,34,-68.5634682,0.366632839,879649.9,123,12318,0,0.255443886,0.520542511,58932,0.766488414,0.001532371,Yaracuy,Nirgua,10.1558257
86,318,Sabana de Parra,-28.46094131,-6.24417114,-42.48834228,3,Zone 3,11,36,-69.0393069,0.377919712,500725.1,123,12319,0,0.263157895,0.421562166,19673,0.565079365,0.037503751,Yaracuy,Paez,10.1197024
107,238,Acarigua,-32.89573746,-26.41433716,-82.82867432,3,Zone 3,11,31,-69.1804708,0.355054763,964330.1,118,11818,0,0.252066116,0.249283997,177175,0.486021505,0.02670412,Portuguesa,Paez,9.5503646
141,159,Cabudare,-35.14269218,-9.80657958,-49.61315916,3,Zone 3,11,38,-69.2519936,0.374859603,1739624.1,113,11316,0,0.259795571,0.390108464,174099,0.563300142,0.02209138,Lara,Palavecino,10.0192191
243,101,El Pao,0.114353152,-23.27719116,-76.55438232,3,Zone 3,11,16,-68.129727,0.31819684,133042.4,108,10812,0,0.236434109,0.17875786,16810,0.716666667,7.86E-04,Cojedes,Pao de San Juan Bautista,9.6389796
68,319,Yaritagua,-30.96819992,-7.7822876,-45.5645752,3,Zone 3,11,39,-69.1191154,0.383657417,1449650.4,123,12320,0,0.264298094,0.429004222,101620,0.55465587,0.031245919,Yaracuy,Pena,10.0763215
115,96,Puerto Cabello,3.251597785,6.17538452,-17.64923096,3,Zone 3,10,49,-68.0298654,0.3987809,2086707.3,107,10721,0,0.267075306,0.798606256,182493,0.602040816,0.013331169,Carabobo,Puerto Cabello,10.4697685
192,105,Libertad,-17.49215527,-33.20556641,-96.41113281,3,Zone 3,11,17,-68.6901596,0.317541102,123263.6,108,10816,0,0.235158057,0.136553819,12657,0.779411765,7.19E-04,Cojedes,Ricaurte,9.3584526
161,106,Las Vegas,-15.57234421,-27.18029785,-84.3605957,3,Zone 3,11,18,-68.6290501,0.324808861,203922.5,108,10817,0,0.23828125,0.158861855,18297,0.732026144,0.001174316,Cojedes,Romulo Gallegos,9.5287247
93,107,San Carlos,-14.07190103,-22.53665161,-75.07330322,3,Zone 3,10,31,-68.5812895,0.365239396,1034931.5,108,10818,0,0.257383966,0.377123399,106760,0.52688172,0.037508095,Cojedes,San Carlos,9.6598946
34,97,San Diego,5.353643704,-1.30337524,-32.60675048,3,Zone 3,10,56,-67.9629552,0.415447567,2628502.5,107,10722,0,0.27256479,0.941546621,93257,0.569480519,0.037439119,Carabobo,San Diego,10.2590131
59,320,San Felipe,-19.22464427,1.57669068,-26.84661864,3,Zone 3,10,35,-68.7453064,0.371550872,1268696,123,12321,0,0.258693808,0.50938664,100759,0.700840336,0.002714471,Yaracuy,San Felipe,10.3401921
77,241,San Rafael de Onoto,-26.34149837,-22.59567261,-75.19134522,3,Zone 3,11,23,-68.9718429,0.338606676,283502.4,118,11821,0,0.246166263,0.203915561,17623,0.679841897,0.001580249,Portuguesa,San Rafael de Onoto,9.6582276
180,160,Sarare,-32.42761002,-17.96105957,-65.92211914,3,Zone 3,11,35,-69.1655698,0.354945473,621338.5,113,11317,0,0.247766044,0.309101103,35802,0.534453782,0.011018978,Lara,Simon Planas,9.7890923
35,321,Guama,-21.47214488,-0.88110352,-31.76220704,3,Zone 3,10,39,-68.8168466,0.378927921,561542.1,123,12322,0,0.26001705,0.530675435,18988,0.620782726,0.00648266,Yaracuy,Sucre,10.2709173
94,108,Tinaco,-9.484987163,-20.84655762,-71.69311524,3,Zone 3,10,36,-68.4352835,0.377418683,628135,108,10819,0,0.26452732,0.514598967,32564,0.53968254,0.043546606,Cojedes,Tinaco,9.7076223
167,102,Tinaquillo,-5.474841786,-13.57525635,-57.1505127,3,Zone 3,10,38,-68.3076366,0.374631798,1333393.1,108,10813,0,0.259353741,0.630006558,97687,0.620199147,0.028226746,Cojedes,Tinaquillo,9.9128832
62,244,Villa Bruzual,-30.8359314,-34.17590332,-98.35180664,3,Zone 3,11,17,-69.1149051,0.321776075,457842.7,118,11824,0,0.242063492,0.11871616,62947,0.838235294,0.001358651,Portuguesa,Turen,9.3310239
36,322,Urachiche,-27.50054398,-4.84255982,-39.68511964,3,Zone 3,11,38,-69.0087365,0.380651953,628523.2,123,12323,0,0.263385147,0.471892516,21966,0.60170697,0.051746599,Yaracuy,Urachiche,10.1592286
42,99,Valencia,4.277484799,-4.88858032,-39.77716064,3,Zone 3,10,56,-67.9972104,0.415447567,5301835.5,107,10724,0,0.27256479,0.935404652,829856,0.55974026,0.030582698,Carabobo,Valencia,10.1579312
83,323,Farriar,-13.32472601,6.09838868,-17.80322264,3,Zone 3,10,43,-68.5575062,0.38859745,737629.4,123,12324,0,0.267075306,0.63402294,27840,0.624584718,0.011630174,Yaracuy,Veroes,10.4675987
60,324,San Felipe,-19.22464427,1.57669068,-26.84661864,3,Zone 3,10,35,-68.7453064,0.371550872,1263794.7,123,12325,0,0.258693808,0.50938664,100759,0.700840336,0.002714471,Yaracuy,Yaracuy,10.3401921
299,115,San Luis,-47.87272912,29.03753662,28.07507324,4,Zone 4,12,6,-69.6572032,0.231854257,28643,111,11112,0,0.185636032,0.007608799,8539,0.6,0.001315577,Falcon,Bolivar,11.1131343
193,116,Capatarida,-78.15581131,31.19436646,32.38873292,4,Zone 4,13,8,-70.6211438,0.249884596,82762.8,111,11113,0,0.194020356,0.007872666,22897,0.642857143,0.011132393,Falcon,Buchivacoa,11.1737576
163,117,Punto Fijo,-64.33777084,50.34622192,70.69244384,4,Zone 4,12,7,-70.1813018,0.234629432,277017.4,111,11114,0,0.18723143,0.007354207,239444,0.857142857,3.50E-05,Falcon,Carirubana,11.711511
99,118,La Vela de Coro,-44.97148705,41.34777832,52.69555664,4,Zone 4,12,17,-69.5648538,0.289656755,275522.7,111,11115,0,0.212100139,0.02700811,41510,0.419117647,0.040480815,Falcon,Colina,11.4589762
194,119,Dabajuro,-80.01378479,25.6676941,21.3353882,4,Zone 4,13,10,-70.680285,0.253709733,114296,111,11116,0,0.194391332,0.009874625,23388,0.555555556,0.026457839,Falcon,Dabajuro,11.0183905
208,120,Pedregal,-62.37384797,25.86825562,21.73651124,4,Zone 4,13,7,-70.1187883,0.237050873,38498.9,111,11117,0,0.186316432,0.006919872,9944,0.761904762,0.001566897,Falcon,Democracia,11.0240298
280,121,Pueblo Nuevo,-56.01319999,58.8454895,87.690979,4,Zone 4,12,7,-69.9163225,0.234629432,134461,111,11118,0,0.18723143,0.007354207,46215,0.857142857,3.50E-05,Falcon,Falcon,11.9498242
296,122,Churuguara,-44.22273102,18.36172486,6.72344972,4,Zone 4,13,4,-69.5410202,0.191866121,27148.6,111,11119,0,0.160020986,0.002289221,29251,0.166666667,6.63E-05,Falcon,Federacion,10.8128768
222,124,Jacura,-22.70571728,27.64086914,25.28173828,4,Zone 4,11,11,-68.8561124,0.296450808,58621.7,111,11121,0,0.221979622,0.06823617,11232,0.6,0.008353835,Falcon,Jacura,11.0738705
164,125,Santa Cruz de Los Taques,-66.67550354,54.30844116,78.61688232,4,Zone 4,13,5,-70.2557142,0.2175726,150003.3,111,11122,0,0.175489068,0.004926569,41579,1,0,Falcon,Los Taques,11.8226346
279,126,Mene de Mauroa,-91.14297638,13.64846802,-2.70306396,4,Zone 4,13,13,-71.034538,0.240408926,170141,111,11123,0,0.183183183,0.01229114,24920,0.615384615,0.015264828,Falcon,Mauroa,10.68022
100,128,Santa Ana de Coro,-48.621389,39.05532836,48.11065672,4,Zone 4,12,15,-69.6810338,0.266346841,371742.7,111,11125,0,0.201986755,0.015809101,211537,0.457142857,0.00740814,Falcon,Miranda,11.394604
10,130,Cabure,-47.08327561,29.62530518,29.25061036,4,Zone 4,12,7,-69.6320741,0.233493601,60462.1,111,11127,0,0.185749086,0.008268106,13725,0.714285714,0.001315577,Falcon,Petit,11.1296567
87,131,Piritu,-31.53815003,37.9835205,45.967041,4,Zone 4,11,13,-69.1372574,0.290127623,82936.8,111,11128,0,0.216158753,0.051266402,10628,0.576923077,0.007779297,Falcon,Piritu-F,11.364503
210,132,Mirimire,-18.61593475,30.79852294,31.59704588,4,Zone 4,11,13,-68.7259306,0.303170818,83568.2,111,11129,0,0.225591716,0.103537282,11030,0.615384615,0.008115433,Falcon,San Francisco,11.1626327
11,134,La Cruz de Taratara,-49.65075988,27.17211914,24.34423828,4,Zone 4,12,7,-69.7137997,0.233493601,35509.2,111,11131,0,0.185749086,0.008268106,5781,0.714285714,0.001315577,Falcon,Sucre,11.0606917
88,135,Tocopero,-35.34443206,42.85839844,55.71679688,4,Zone 4,11,14,-69.2584151,0.293952759,54601.2,111,11132,0,0.217546362,0.047881584,5519,0.450549451,0.027486109,Falcon,Tocopero,11.5013868
297,136,Santa Cruz de Bucaral,-35.70441284,19.11917114,8.23834228,4,Zone 4,12,2,-69.2698737,0.220776973,13149.6,111,11133,0,0.182307233,0.002523801,15660,0,0.001444725,Falcon,Union,10.83419
209,137,Urumaco,-66.72225722,32.19180298,34.38360596,4,Zone 4,12,10,-70.2572024,0.252753294,56040.7,111,11134,0,0.197411003,0.009799762,8349,0.6,0.014821304,Falcon,Urumaco,11.2017893
162,138,Puerto Cumarebo,-38.23204423,42.324646,54.649292,4,Zone 4,12,14,-69.3503307,0.276329927,179690.2,111,11135,0,0.203877005,0.023903159,33210,0.428571429,0.006624793,Falcon,Zamora,11.4864025
151,327,Cabimas,-104.8009323,3.3294983,-23.3410034,4,Zone 4,14,12,-71.4692843,0.236828781,1141171,124,12413,0,0.174485126,0.013983499,263056,0.803030303,0.001391613,Zulia,Cabimas,10.3895862
204,339,Sinamaica,-116.9389847,28.00015258,26.00030516,4,Zone 4,15,5,-71.8556507,0.196636096,217635,124,12425,0,0.155691679,0.004931738,65545,1,0,Zulia,Guajira,11.0839714
221,331,La Concepcion,-116.240419,12.21780396,-5.56439208,4,Zone 4,14,13,-71.8334145,0.218788188,783334.3,124,12417,0,0.164686825,0.011645078,118756,0.679487179,2.94E-04,Zulia,Jesus Enrique Lossada,10.6399421
226,333,Concepcion,-112.0479675,4.18322754,-21.63354492,4,Zone 4,14,12,-71.6999646,0.234916213,548521.9,124,12419,0,0.174086758,0.012653742,82210,0.818181818,8.81E-04,Zulia,La Canada de Urdaneta,10.4136422
39,334,Ciudad Ojeda,-99.83385544,-2.6347351,-35.2694702,4,Zone 4,14,12,-71.3111773,0.240626596,858382.2,124,12420,0,0.175995384,0.01544369,203435,0.757575758,0.002835639,Zulia,Lagunillas,10.2214803
272,335,Machiques,-138.7544952,-8.3420105,-46.684021,4,Zone 4,15,3,-72.5500596,0.191280905,138252.5,124,12421,0,0.155058465,0.002651932,122734,1,0,Zulia,Machiques de Perija,10.0605329
203,336,San Rafael de El Mojan,-113.0729507,23.34259034,16.68518068,4,Zone 4,15,8,-71.7325908,0.201554129,605310.2,124,12422,0,0.15593047,0.007774668,207221,0.892857143,1.07E-05,Zulia,Mara,10.9530016
142,337,Maracaibo,-109.3013374,12.31600952,-5.36798096,4,Zone 4,14,14,-71.6125366,0.249464743,2050753,124,12423,0,0.183073229,0.013915027,1459448,0.681318681,0.004822591,Zulia,Maracaibo,10.642707
121,338,Los Puertos de Altagracia,-106.1756996,13.45022584,-3.09954832,4,Zone 4,14,14,-71.5130445,0.249464743,693520.6,124,12424,0,0.183073229,0.014075066,97463,0.67032967,0.006401032,Zulia,Miranda,10.6746391
273,340,Villa del Rosario,-131.6761414,0.66296386,-28.67407228,4,Zone 4,15,7,-72.3247486,0.199914785,287683.1,124,12426,0,0.155850792,0.006644565,85006,0.80952381,3.19E-05,Zulia,Rosario de Perija,10.3144392
143,341,San Francisco,-111.7684067,8.8505249,-12.2989502,4,Zone 4,14,15,-71.691066,0.251104087,1882921.1,124,12427,0,0.183183183,0.014287103,446757,0.60952381,0.01000152,Zulia,San Francisco,10.5451205
122,342,Santa Rita,-105.4297829,9.5694275,-10.861145,4,Zone 4,14,16,-71.4893013,0.254656,689795.1,124,12428,0,0.18373494,0.016494001,59866,0.575,0.015382467,Zulia,Santa Rita,10.5653665
40,343,Tia Juana,-101.5129166,-1.19085694,-32.38171388,4,Zone 4,14,12,-71.3646236,0.240626596,457054.3,124,12429,0,0.175995384,0.01544369,43831,0.757575758,0.002835639,Zulia,Simon Bolivar,10.2621857
170,164,La Azulita,-103.9844284,-56.01672364,-142.0334473,5,Zone 5,15,8,-71.4432943,0.240686317,62822.3,114,11412,0,0.171734234,0.013379445,14238,0.75,0.001150348,Merida,Andres Bello,8.7130746
247,289,Santa Isabel,-84.05818862,-23.62097168,-77.24194336,5,Zone 5,14,22,-70.8090222,0.278898779,184493.8,121,12111,0,0.193160228,0.043683077,14699,0.718614719,0.007069282,Trujillo,Andres Bello,9.62927
278,326,San Timoteo,-92.08845977,-18.01547241,-66.03094482,5,Zone 5,14,20,-71.0646337,0.277727819,370636.9,124,12412,0,0.193650794,0.038939177,89847,0.647368421,0.012506438,Zulia,Baralt,9.787556
289,290,Bocono,-66.48849563,-36.91995239,-103.8399048,5,Zone 5,13,7,-70.2497616,0.257020948,98670.9,121,12112,0,0.199476782,0.011170251,83176,0.380952381,0.008509052,Trujillo,Bocono,9.2534438
23,291,Sabana Grande,-83.7377861,-31.55090332,-93.10180664,5,Zone 5,14,22,-70.7988236,0.290811347,238130.8,121,12113,0,0.198051948,0.042923558,15285,0.658008658,0.024633881,Trujillo,Bolivar,9.4052212
256,292,Chejende,-69.89674988,-24.04452515,-78.08905029,5,Zone 5,13,18,-70.3582497,0.290574162,207115.4,121,12114,0,0.213435969,0.038157711,27811,0.816993464,0.017103252,Trujillo,Candelaria,9.6173065
186,169,Tucani,-98.66769104,-47.01467896,-124.0293579,5,Zone 5,15,14,-71.2740573,0.254511454,163428.9,114,11417,0,0.173295455,0.025015092,27632,0.571428571,0.011729766,Merida,Caracciolo Parra Olmedo,8.9679001
298,293,Carache,-65.92680589,-23.72390747,-77.44781494,5,Zone 5,13,11,-70.2318825,0.271885637,107468.3,121,12115,0,0.208191126,0.023904325,27358,0.836363636,0.004433916,Trujillo,Carache,9.6263628
4,294,Carvajal,-76.30372924,-31.71594238,-93.43188476,5,Zone 5,14,22,-70.5621902,0.283652877,614498.8,121,12116,0,0.195387572,0.042503285,55409,0.701298701,0.003437981,Trujillo,Carvajal,9.400557
67,296,Escuque,-79.84768523,-35.35186768,-100.7037354,5,Zone 5,14,22,-70.6749978,0.277532659,370643.2,121,12118,0,0.193282636,0.043386495,27128,0.761904762,9.19E-04,Trujillo,Escuque,9.2977788
131,172,Arapuey,-88.61549607,-36.67260742,-103.3452148,5,Zone 5,14,23,-70.9540859,0.286712986,216651.2,114,11420,0,0.195889531,0.044575156,14666,0.687747036,0.017683186,Merida,Julio Cesar Salas,9.2604372
191,173,Torondoy,-90.37742843,-44.48602295,-118.9720459,5,Zone 5,15,11,-71.01017,0.241342055,39084.5,114,11421,0,0.170964126,0.020572944,4895,0.781818182,1.66E-04,Merida,Justo Briceno,9.039448
207,297,Santa Apolonia,-90.51228562,-29.17370605,-88.34741211,5,Zone 5,14,21,-71.0144626,0.278297686,205605.7,121,12119,0,0.193650794,0.042577563,19031,0.776190476,0.003118707,Trujillo,La Ceiba,9.472401
277,298,El Paradero,-77.95075837,-18.57260132,-67.14520264,5,Zone 5,13,20,-70.6146167,0.301909056,60772.1,121,12120,0,0.217701642,0.042293894,4551,0.794736842,0.032341858,Trujillo,Marquez Canizales,9.7718274
303,175,Timotes,-82.09660034,-46.46664429,-122.9332886,5,Zone 5,14,14,-70.7465829,0.265705961,114991,114,11423,0,0.192429022,0.026831662,21882,0.67032967,0.008177124,Merida,Miranda,8.9834077
135,299,El Dividive,-81.87753296,-29.0748291,-88.1496582,5,Zone 5,14,22,-70.7396098,0.283215719,279932.6,121,12121,0,0.195387572,0.042662129,21305,0.675324675,0.004706094,Trujillo,Miranda,9.4751953
